id_municipio,sigla_uf,nome_regiao,cluster,cluster_nome,n_avaliados,taxa_alfabetizacao_2023,taxa_alfabetizacao_2024,media_portugues_2024,taxa_presenca_2024,log_porte,share_rede_estadual,proporcao_aluno_nivel_0,proporcao_aluno_nivel_1,proporcao_aluno_nivel_2,proporcao_aluno_nivel_3,proporcao_aluno_nivel_4,proporcao_aluno_nivel_5,proporcao_aluno_nivel_6,proporcao_aluno_nivel_7,proporcao_aluno_nivel_8
3556800,SP,Sudeste,1,faixa intermediária,159,0.636,0.6022714,749.40814,0.9578313253012049,2.2013971243204513,0.0,5.1,6.36,6.86,11.34,13.85,20.24,21.91,9.99,4.35
3557105,SP,Sudeste,1,faixa intermediária,743,0.49700000000000005,0.6166371,753.60876,0.9405063291139241,2.8709888137605755,0.0,2.85,4.35,5.1,12.75,17.19,22.19,18.65,14.25,2.68
4100202,PR,Sul,1,faixa intermediária,70,0.6008050441741943,0.6095936,746.44653,0.9333333333333333,1.845098040014257,0.0,0.0,4.43,10.23,11.51,20.08,31.18,18.21,2.92,1.44
4100301,PR,Sul,1,faixa intermediária,140,0.7583739161491394,0.8751114,775.8866,0.89171974522293,2.146128035678238,0.0,0.68,0.72,2.71,2.88,9.13,31.46,30.74,13.32,8.36
4100459,PR,Sul,1,faixa intermediária,47,0.7908329367637634,0.7446808,750.2511,1.0,1.6720978579357175,0.0,4.26,2.13,2.13,6.38,14.89,53.19,14.89,2.13,0.0
4100509,PR,Sul,1,faixa intermediária,229,0.7039516568183899,0.781662,759.2359,0.916,2.359835482339888,0.0,0.4,0.4,3.2,6.39,22.45,42.28,17.46,4.98,2.45
4100608,PR,Sul,1,faixa intermediária,156,0.6499991416931152,0.70127314,753.56805,0.8524590163934426,2.1931245983544616,0.0,1.68,1.43,3.11,7.14,26.6,37.34,17.37,4.14,1.19
4100707,PR,Sul,1,faixa intermediária,125,0.7472618222236633,0.64645696,749.58374,0.9541984732824428,2.0969100130080562,0.0,2.58,4.76,3.2,7.98,27.13,29.65,19.87,4.06,0.76
4100806,PR,Sul,1,faixa intermediária,106,0.6938918828964233,0.7248322,752.2225,0.848,2.0253058652647704,0.0,1.98,1.84,5.52,7.77,23.7,32.79,20.72,5.67,0.0
4100905,PR,Sul,1,faixa intermediária,77,0.7189014554023743,0.7672917,756.683,0.9390243902439024,1.8864907251724818,0.0,3.81,1.27,2.58,3.91,18.28,38.75,24.94,6.45,0.0
4101002,PR,Sul,1,faixa intermediária,231,0.6551069021224976,0.7005304,754.3025,0.8884615384615384,2.3636119798921444,0.0,2.32,2.7,3.87,6.87,22.06,36.25,18.18,5.25,2.5
